title,frame,prompt,order,version,item,output,output_text,cum_logprob,AGREE_probs,Agree_probs,agree_probs,DISAGREE_probs,Disagree_probs,disagree_probs,Agree - Disagree
Malicious Acts or Vandalism II,neg,"Beth has home insurance that covers losses from ""Malicious Acts or Vandalism,"" defined as ""costs associated with repairing deliberate damage to the policyholder's property made by an adverse third party."" Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day,  she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that her estranged young adult son spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages.  Select your response to the following statement: Beth is not covered by the Malicious Acts or Vandalism policy. Disagree or Agree? Final answer is:",da,controversial,23, Dis," Disagree. Explanation: The policy covers ""deliberate damage"" to the policyholder's property made by an ""adverse third party."" An adverse third party is someone who is hostile or unfriendly to the policyholder. Although Beth's son is a family member, his actions in",,-3.414736739,-1.476251364,-6.296564102,-3.384252839,-0.523162245,-5.116876602,-0.953089119
Personal Accident I,neg,"Gwen's car insurance policy includes coverage for damages stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in your car."" One day, Gwen drives her SUV to the grocery store. After buying groceries, she injures her wrist when she lifts a heavy grocery bag into her car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.  Select your response to the following statement: Gwen is not covered by the Personal Accident policy. Disagree or Agree? Final answer is:",da,unambiguous_uncovered,24, Dis," Disagree. The best answer is Disagree. Gwen is covered by the Personal Accident policy. The policy covers ""accidental injury while traveling in your car."" Although Gwen was not driving at the time of the injury, she was still ""traveling in"" her car, as she was in the process of loading groceries",,-4.167119169,-1.916049004,-7.447299004,-4.369705917,-0.306681693,-5.744174004,-1.609367311
Personal Accident I,neg,"Gwen's car insurance policy includes coverage for damages stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in your car."" One day, Gwen drives her SUV to the grocery store. While looking for a parking space, she injures her wrist when her SUV collides with another car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.  Select your response to the following statement: Gwen is not covered by the Personal Accident policy. Disagree or Agree? Final answer is:",da,unambiguous_covered,24, Dis," Disagree. The best answer is Disagree. Gwen is covered by the Personal Accident policy. The policy covers ""accidental injury while traveling in your car."" Gwen was driving her SUV when the accident occurred, which means she was ""traveling in her car"" at the time of the injury. Therefore, her injury",,-4.538475095,-2.22463727,-7.748074532,-4.459500919,-0.240268975,-5.677762032,-1.984368295
Personal Accident I,neg,"Gwen's car insurance policy includes coverage for damages stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in your car."" One day, Gwen drives her SUV to the grocery store. After she parks the car, she injures her wrist when she opens her driver-side door into an oncoming car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.  Select your response to the following statement: Gwen is not covered by the Personal Accident policy. Disagree or Agree? Final answer is:",da,controversial,24, Dis," Disagree. The best answer is Disagree. Gwen is covered by the Personal Accident policy. The policy covers ""accidental injury while traveling in your car."" Although Gwen was not driving at the time of the injury, she was still ""traveling in"" her car, as she was getting out of it. Courts",,-4.054082404,-1.771078348,-7.357016087,-4.334054972,-0.349211365,-5.755453587,-1.421866983
Personal Accident II,neg,"Penelope's car insurance policy includes coverage for up to three months of lost income stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in or getting into or out of your car, resulting in permanent and total loss of use of one or more limbs."" Penelope is a personal trainer, and on weekends she often goes camping. One day, she is injured in a car crash that occurs while she is driving to a campsite. The doctor informs her that after the accident, she will regain full functionality in her left knee if she commits to daily physical therapy for three months. Penelope commits to the recovery program and completely recovers. She then files a claim with her insurance company for three months' worth of lost income. Select your response to the following statement: Penelope is not covered by the Personal Accidents policy. Disagree or Agree? Final answer is:",da,unambiguous_uncovered,25, Dis, Disagree. The best answer is D.,,-3.047297386,-0.968000233,-6.530500412,-4.312439842,-0.811762392,-6.218000412,-0.156237841
Personal Accident II,neg,"Penelope's car insurance policy includes coverage for up to three months of lost income stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in or getting into or out of your car, resulting in permanent and total loss of use of one or more limbs."" Penelope is a personal trainer, and on weekends she often goes camping. One day, she is injured in a car crash that occurs while she is driving to a campsite. The doctor informs her that after the accident, she will never regain functionality in her left knee, even with daily physical therapy. Penelope undergoes several months of physical therapy, but her knee makes no recovery. She then files a claim with her insurance company for three months' worth of lost income. Select your response to the following statement: Penelope is not covered by the Personal Accidents policy. Disagree or Agree? Final answer is:",da,unambiguous_covered,25, Dis," Disagree. The best answer is D. Penelope is covered by the Personal Accidents policy. The policy covers ""accidental injury while traveling in or getting into or out of",,-3.561347279,-1.825529933,-7.122405052,-3.669774544,-0.388035655,-5.513030052,-1.437494278
Personal Accident II,neg,"Penelope's car insurance policy includes coverage for up to three months of lost income stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in or getting into or out of your car, resulting in permanent and total loss of use of one or more limbs."" Penelope is a personal trainer, and on weekends she often goes camping. One day, she is injured in a car crash that occurs while she is driving to a campsite. The doctor informs her that after the accident, she will regain full functionality in her left knee if she commits to expensive physical therapy for three months. Penelope is unable to afford the recovery program, so she never regains use of her knee. She then files a claim with her insurance company for three months' worth of lost income. Select your response to the following statement: Penelope is not covered by the Personal Accidents policy. Disagree or Agree? Final answer is:",da,controversial,25, Dis, Disagree. The best answer is D.,,-2.950279949,-1.089284301,-6.51115942,-4.121278562,-0.761166692,-6.07365942,-0.328117609
Public Liability Property Damages,neg,"Dave has insurance that covers ""Public Liability Property Damages,"" defined as ""the damages that you are legally liable to pay for damage to third party property."" The insurance policy also states that ""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring."" One day, Dave is exiting the parking lot of a restaurant. Because the car's brake warning light has been on for months and his brakes have felt very unresponsive, he knows his car is in need of service. However, his brakes fail as he begins to drive, and he collides with the landscaping around the restaurant's property. No one is hurt, but the restaurant successfully sues Dave for the damage, costing Dave thousands of dollars. Dave files a claim with his insurance company for the losses.  Select your response to the following statement: Dave is not covered by the Public Liability Property Damages policy. Disagree or Agree? Final answer is:",da,unambiguous_uncovered,26, Agree, Agree. The best answer is Agree.,,-2.985975706,-0.735417724,-6.813542843,-4.0017566,-1.094823241,-6.657292843,0.359405517
Public Liability Property Damages,neg,"Dave has insurance that covers ""Public Liability Property Damages,"" defined as ""the damages that you are legally liable to pay for damage to third party property."" The insurance policy also states that ""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring."" One day, Dave is exiting the parking lot of a restaurant. Because he checks his car's manual regularly, he has just brought his car to a mechanic for scheduled maintenance. However, his brakes fail as he begins to drive, and he collides with the landscaping around the restaurant's property. No one is hurt, but the restaurant successfully sues Dave for the damage, costing Dave thousands of dollars. Dave files a claim with his insurance company for the losses.  Select your response to the following statement: Dave is not covered by the Public Liability Property Damages policy. Disagree or Agree? Final answer is:",da,unambiguous_covered,26, Dis, Disagree. The best answer is Disagree. Dave is covered by the Public Liability Property Damages policy. The policy covers damages that Dave is legally liable to,,-3.303019162,-1.114823341,-7.060135841,-3.724848473,-0.677346587,-6.021073341,-0.437476754
Public Liability Property Damages,neg,"Dave has insurance that covers ""Public Liability Property Damages,"" defined as ""the damages that you are legally liable to pay for damage to third party property."" The insurance policy also states that ""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring."" One day, Dave is exiting the parking lot of a restaurant. Because he checks his car's manual regularly, he knows his car is a month overdue for scheduled maintenance. However, his brakes fail as he begins to drive, and he collides with the landscaping around the restaurant's property. No one is hurt, but the restaurant successfully sues Dave for the damage, costing Dave thousands of dollars. Dave files a claim with his insurance company for the losses.  Select your response to the following statement: Dave is not covered by the Public Liability Property Damages policy. Disagree or Agree? Final answer is:",da,controversial,26, Agree," Agree.  The best answer is A
The best answer is A.",,-3.072126288,-0.852713645,-6.837088585,-3.931563197,-0.930871784,-6.329276085,0.07815814
Wind Damage,neg,"Tom's home insurance policy includes coverage for ""Wind Damage,"" defined as ""damage from wind speeds with gusts of at least 55 mph."" Tom's house is located near a large lake. One day, strong winds in excess of 55mph blow across the lake while Tom is working on his roof, but it's a loud and surprising ring from his cell phone that causes him to drop his heavy toolbox and thereby damage the roof. Tom files a claim with his insurance company for the damage.  Select your response to the following statement: Tom is not covered by the Wind Damage policy. Disagree or Agree? Final answer is:",da,unambiguous_uncovered,27, Agree, Agree.  The best answer is A.,,-2.805109065,-0.725633085,-6.170945644,-4.132571037,-1.210027575,-5.999070644,0.484394491
Wind Damage,neg,"Tom's home insurance policy includes coverage for ""Wind Damage,"" defined as ""damage from wind speeds with gusts of at least 55 mph."" Tom's house is located near a large lake. One day, strong winds in excess of 55mph blow across the lake and towards Tom's house, damaging the roof. Tom files a claim with his insurance company for the damage.  Select your response to the following statement: Tom is not covered by the Wind Damage policy. Disagree or Agree? Final answer is:",da,unambiguous_covered,27, Dis, Disagree. The best answer is Disagree.,,-4.452868564,-2.514846802,-7.585159302,-3.406156649,-0.358605862,-4.952346802,-2.15624094
Wind Damage,neg,"Tom's home insurance policy includes coverage for ""Wind Damage,"" defined as ""damage from wind speeds with gusts of at least 55 mph."" Tom's house is located near a large lake. One day, strong winds in excess of 55mph blow across the lake, causing waves to crash into Tom's house and thereby damaging the roof. Tom files a claim with his insurance company for the damage.  Select your response to the following statement: Tom is not covered by the Wind Damage policy. Disagree or Agree? Final answer is:",da,controversial,27, Dis," Disagree.  The policy covers damage from wind speeds with gusts of at least 55 mph. The wind speeds in this scenario exceeded 55 mph, and the damage to Tom's house was a direct result of the wind (albeit indirectly, through the waves). Therefore, Tom's claim should be covered under",,-3.021596848,-1.692134142,-6.739008904,-3.239664297,-0.582769036,-5.098383904,-1.109365106
Storm Damage,neg,"Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as ""damage caused by a storm."" One day, a lightning storm passes through Cam's neighborhood and lightning hits his neighborhood's power plant, causing a power outage. Cam goes to his attic with a candle to reset the circuit breaker, but he drops the candle and starts a fire so large that almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.  Select your response to the following statement: Cam is not covered by the Storm Damage policy. Disagree or Agree? Final answer is:",da,unambiguous_uncovered,28, Dis," Disagree. Explanation: Although Cam's actions were the direct cause of the fire, the lightning storm was the proximate cause of the fire. But for the storm, Cam would not have been in the attic with a candle, and the fire would not have occurred. Therefore, the damage to Cam's roof was """,,-4.231550525,-2.544710398,-7.279085159,-2.838536673,-0.385000735,-4.966585159,-2.159709662
Storm Damage,neg,"Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as ""damage caused by a storm."" One day, a lightning storm passes through Cam's neighborhood and lightning hits his roof, causing a fire. Almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.  Select your response to the following statement: Cam is not covered by the Storm Damage policy. Disagree or Agree? Final answer is:",da,unambiguous_covered,28, Dis, Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Dis,,-5.210988187,-3.380922318,-8.287172318,-3.27204588,-0.20908983,-4.943422318,-3.171832488
Storm Damage,neg,"Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as ""damage caused by a storm."" One day, a lightning storm passes through Cam's neighborhood and lightning hits his street's power line, causing a power surge. The power surge causes the space heater in Cam's attic to catch fire, and almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.  Select your response to the following statement: Cam is not covered by the Storm Damage policy. Disagree or Agree? Final answer is:",da,controversial,28, Dis," Disagree. 

The best answer is Disagree. \n\nCam's home insurance policy includes coverage for ""Storm Damage,"" which is defined as ""damage caused by a storm."" In this scenario, the lightning storm caused a power surge, which in turn caused the space heater to catch fire and damage Cam's roof",,-5.026891868,-3.540923357,-8.236235619,-2.916260441,-0.259703904,-5.087798119,-3.281219453
Hail Damage,neg,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as ""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass."" One day, a hail storm hits Rick's house and causes damage to the plants on his balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Rick files a claim with his insurance company for the damage.  Select your response to the following statement: Rick is not covered by the Hail Damage policy. Disagree or Agree? Final answer is:",da,unambiguous_uncovered,29, Dis," Disagree. Explanation: The policy covers damage from hail of such intensity that it causes damage to hard surfaces or breaks glass. Although the hail did not damage hard surfaces or break glass, it did cause damage to the plants on Rick's balcony, which could be considered a type of damage. The policy's language is not",,-3.174144937,-0.8758564,-6.3836689,-3.90785568,-0.844618916,-6.1336689,-0.031237483
Hail Damage,neg,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as ""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass."" One day, a hail storm hits Rick's house and causes damage to his roof's clay shingles. Many shingles are chipped and some even develop large cracks, causing the roof to leak. Rick files a claim with his insurance company for the damage. Select your response to the following statement: Rick is not covered by the Hail Damage policy. Disagree or Agree? Final answer is:",da,unambiguous_covered,29, Dis, Disagree. The best answer is Disagree.,,-3.919122308,-1.916872263,-7.369997025,-3.449016839,-0.307514161,-5.432497025,-1.609358102
Hail Damage,neg,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as ""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass."" One day, a hail storm hits Rick's house and causes damage to his skylight window. The window is chipped, but the roof is not leaking. Rick files a claim with his insurance company for the damage.  Select your response to the following statement: Rick is not covered by the Hail Damage policy. Disagree or Agree? Final answer is:",da,controversial,29, Dis," Disagree. Explanation: The policy covers damage from hail that breaks glass, and the hail storm broke Rick's skylight window, which is made of glass. The fact that the roof is not leaking is irrelevant to the coverage, as the policy only requires that the hail break glass, not that it cause a leak",,-3.601343685,-1.755225062,-6.856787682,-3.380954055,-0.411484331,-5.411475182,-1.343740732
Ground Heave I,neg,"Blake has home insurance that covers ""Ground Heave"" damage, defined as ""loss or damage resulting from ground heave of the site on which the building stands, or landslip."" One evening, several of Blake's friends crowd into his house for a dance party. The many rambunctious dancers cause Blake's house to shake, which damages the house's foundation. Blake files a claim with his insurance company for the damage.  Select your response to the following statement: Blake is not covered by the Ground Heave policy. Disagree or Agree? Final answer is:",da,unambiguous_uncovered,30, Dis," Disagree. The policy covers damage resulting from ""ground heave,"" which is defined as ""the upward movement of the ground."" The damage to Blake's house was caused by the upward movement of the ground, which meets the policy's definition of ground heave. Therefore, Blake is covered by the Ground Heave policy",,-3.303775763,-0.958911777,-6.521411896,-3.631436289,-0.802672148,-5.872974396,-0.156239629
Ground Heave I,neg,"Blake has home insurance that covers ""Ground Heave"" damage, defined as ""loss or damage resulting from ground heave of the site on which the building stands, or landslip."" One evening, an earthquake erupts near Blake's house. The force of the earthquake causes Blake's house to shake, which damages the house's foundation. Blake files a claim with his insurance company for the damage.  Select your response to the following statement: Blake is not covered by the Ground Heave policy. Disagree or Agree? Final answer is:",da,unambiguous_covered,30, Dis, Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Dis,,-3.542643027,-1.74487257,-6.90112257,-3.276789735,-0.463636011,-5.08862257,-1.281236559
Ground Heave I,neg,"Blake has home insurance that covers ""Ground Heave"" damage, defined as ""loss or damage resulting from ground heave of the site on which the building stands, or landslip."" One evening, two semi trucks collide with one another at high speed outside Blake's house. The impact from the crash causes Blake's house to shake and thereby damages the house's foundation. Blake files a claim with his insurance company for the damage. Select your response to the following statement: Blake is not covered by the Ground Heave policy. Disagree or Agree? Final answer is:",da,controversial,30, Dis," Disagree. The policy covers damage resulting from ""ground heave,"" which is defined as ""the upward movement of the ground."" The impact from the crash caused the ground beneath Blake's house to move upward, resulting in damage to the house's foundation. Therefore, the damage falls within the policy's coverage for ground he",,-3.061634364,-1.013848543,-6.568535805,-3.764732781,-0.763860583,-5.545098305,-0.24998796
Ground Heave II,neg,"Clint has home insurance that covers ""Ground Heave"" damage, defined as ""loss or damage resulting from ground heave of the site on which the building stands, or landslip."" One day, Clint hears a loud crash in his house and finds that his roof has partly caved in due to water damage. Clint files a claim with his insurance company for the damage.  Select your response to the following statement: Clint is not covered by the Ground Heave policy. Disagree or Agree? Final answer is:",da,unambiguous_uncovered,31, Agree," Agree.  The best answer is A
The best answer is A.",,-2.990765816,-0.614795566,-5.997608185,-3.959367838,-1.364812136,-6.310108185,0.75001657
Ground Heave II,neg,"Clint has home insurance that covers ""Ground Heave"" damage, defined as ""loss or damage resulting from ground heave of the site on which the building stands, or landslip."" One day, Clint hears a loud crash in his house and finds that the ground beneath his house has shifted, causing his house's foundation to crack. Clint files a claim with his insurance company for the damage.  Select your response to the following statement: Clint is not covered by the Ground Heave policy. Disagree or Agree? Final answer is:",da,unambiguous_covered,31, Dis, Disagree. The best answer is Disagree.,,-5.015441954,-3.311972141,-8.038535118,-2.890687602,-0.28073138,-4.780722141,-3.031240761
Ground Heave II,neg,"Clint has home insurance that covers ""Ground Heave"" damage, defined as ""loss or damage resulting from ground heave of the site on which the building stands, or landslip."" One day, Clint hears a loud crash in his house and finds that a large tree has fallen on his roof, causing significant damage. Clint files a claim with his insurance company for the damage.  Select your response to the following statement: Clint is not covered by the Ground Heave policy. Disagree or Agree? Final answer is:",da,controversial,31, Dis," Disagree. 

# Explanation
The policy covers ""loss or damage resulting from ground heave of the site on which the building stands, or landslip."" Ground heave refers to the upward movement of the ground, often caused by the expansion of clay soils or other geological processes. Landslip, on the other hand",,-3.43606231,-1.05994761,-6.591197491,-3.748245468,-0.778712988,-5.888072491,-0.281234622
Trace and Access I,neg,"Justin has insurance that covers ""Trace and Access,"" defined as ""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables or pipes in your home."" Justin, a skilled plumber, is repairing his leaky kitchen sink when he accidentally drops his wedding ring down a pipe that leads to the kitchen. In order to access the pipe and retrieve the ring, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.  Select your response to the following statement: Justin is not covered by the Trace and Access policy. Disagree or Agree? Final answer is:",da,unambiguous_uncovered,32, Dis," Disagree. Explanation: The policy covers ""necessary and reasonable costs"" to locate and fix accidental damage to cables or pipes. Although the damage to the drywall and floorboards was not accidental, the damage to the pipe was. The policy does not require that the damage to the pipe be the result of the pipe itself",,-2.94247573,-1.393941641,-6.440816402,-3.628981173,-0.612705886,-5.495503902,-0.781235755
Trace and Access I,neg,"Justin has insurance that covers ""Trace and Access,"" defined as ""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables or pipes in your home."" Justin, a skilled plumber, is repairing his leaky kitchen sink when he notices more extensive damage to a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.  Select your response to the following statement: Justin is not covered by the Trace and Access policy. Disagree or Agree? Final answer is:",da,unambiguous_covered,32, Dis, Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Dis,,-3.519087402,-2.096786499,-7.042098999,-3.425297343,-0.36213544,-5.112411499,-1.734651059
Trace and Access I,neg,"Justin has insurance that covers ""Trace and Access,"" defined as ""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables or pipes in your home."" Justin, a skilled plumber, is repairing his leaky kitchen sink when he inadvertently punctures a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.  Select your response to the following statement: Justin is not covered by the Trace and Access policy. Disagree or Agree? Final answer is:",da,controversial,32, Dis, Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Dis,,-3.526210831,-2.306841373,-7.103716373,-3.291834702,-0.353760838,-4.963091373,-1.953080536
Trace and Access II,neg,"Jett has insurance that covers ""Trace and Access,"" defined as ""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from your home."" Jett discovers that his house's water pressure is very low, and he calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that the issue is due to the fact that Jett did an extremely poor job installing the piping. Jett files a claim with his insurance company for the damage.  Select your response to the following statement: Jett is not covered by the Trace and Access policy. Disagree or Agree? Final answer is:",da,unambiguous_uncovered,33, Agree," Agree.  The best answer is A
The best answer is A.",,-2.709463345,-0.489852309,-5.732039928,-4.334253253,-1.880526541,-7.091414928,1.390674232
Trace and Access II,neg,"Jett has insurance that covers ""Trace and Access,"" defined as ""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from your home."" Jett discovers that his house's water pressure is very low, and he calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that the water pipes froze in a recent winter storm, causing them to abruptly crack. Jett files a claim with his insurance company for the damage.  Select your response to the following statement: Jett is not covered by the Trace and Access policy. Disagree or Agree? Final answer is:",da,unambiguous_covered,33, Dis, Disagree. The best answer is Disagree.  The best answer is Disagree.,,-4.362589517,-2.549457788,-7.55727005,-3.471891749,-0.236978531,-5.39320755,-2.312479258
Trace and Access II,neg,"Jett has insurance that covers ""Trace and Access,"" defined as ""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from your home."" Jett discovers that his house's water pressure is very low, and he calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that the water pipes have cracked over time due to long-term wear, an issue which could have been resolved by the previous inspector. Jett files a claim with his insurance company for the damage. .  Select your response to the following statement: Jett is not covered by the Trace and Access policy. Disagree or Agree? Final answer is:",da,controversial,33, Dis, Disagree. The best answer is Disagree.  The best answer is Disagree.,,-3.216902645,-1.606583595,-6.536271095,-3.685444271,-0.528491735,-5.934708595,-1.07809186
Vehicle Damage I,neg,"Jenny's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes ""loss of or damage to the policyholder's car if, at the time of the incident, it was under the custody or control of anyone with the policyholder's permission who is not covered under the policy."" Jenny goes on vacation and leaves her car key with a friend so that the friend can use the car while she is away. One day, while the car is parked on the street outside her friend's house, a utility pole falls unexpectedly and lands on the hood of the car, damaging it severely. Jenny files a claim with her insurance company for the damage.  Select your response to the following statement: Jenny is not covered by the Vehicle Damage policy. Disagree or Agree? Final answer is:",da,unambiguous_uncovered,34, Dis, Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Dis,,-3.499321058,-1.439541459,-6.77547884,-3.421053375,-0.561077833,-5.73641634,-0.878463626
Vehicle Damage I,neg,"Jenny's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes ""loss of or damage to the policyholder's car if, at the time of the incident, it was under the custody or control of anyone with the policyholder's permission who is not covered under the policy."" Jenny goes on vacation and leaves her car key in a safe inside her house. One day, while the car is parked on the street outside her house, a utility pole falls unexpectedly and lands on the hood of the car, damaging it severely. Jenny files a claim with her insurance company for the damage. Select your response to the following statement: Jenny is not covered by the Vehicle Damage policy. Disagree or Agree? Final answer is:",da,unambiguous_covered,34, Dis, Disagree. The best answer is D.,,-3.615344834,-1.222118855,-6.893993855,-3.894900048,-0.565879941,-5.753368855,-0.656238914
Vehicle Damage I,neg,"Jenny's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes ""loss of or damage to the policyholder's car if, at the time of the incident, it was under the custody or control of anyone with the policyholder's permission who is not covered under the policy."" Jenny goes on vacation and leaves her car key with her neighbor for safe keeping. One day, while the car is parked on the street outside her house, a utility pole falls unexpectedly and lands on the hood of the car, damaging it severely. Jenny files a claim with her insurance company for the damage.  Select your response to the following statement: Jenny is not covered by the Vehicle Damage policy. Disagree or Agree? Final answer is:",da,controversial,34, Dis, Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Dis,,-3.620543581,-1.604052067,-6.799364567,-3.40152939,-0.479068875,-5.635302067,-1.124983192
Vehicle Damage II,neg,"John's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes ""loss or damage caused by wear and tear."" John takes generally good care of his car, but over the years he has noticed a gradual buildup of rust on his front left wheel. He brings the car to a mechanic to have the wheel replaced. John files a claim with his insurance company for the damage.  Select your response to the following statement: John is not covered by the Vehicle Damage policy. Disagree or Agree? Final answer is:",da,unambiguous_uncovered,35, Agree," Agree.  The policy excludes damage caused by ""wear and tear,"" and the gradual buildup of rust on John's wheel is a classic example of wear and tear. The fact that John takes good care of his car does not change the fact that the damage was caused by a gradual process of deterioration, rather than a sudden",,-2.997802318,-0.871465862,-6.363653183,-3.872200729,-0.949607551,-5.918340683,0.078141689
Vehicle Damage II,neg,"John's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes ""loss or damage caused by wear and tear."" John takes generally good care of his car, but one day he is involved in a minor accident which damages his front left wheel. He brings the car to a mechanic to have the wheel replaced. John files a claim with his insurance company for the damage.  Select your response to the following statement: John is not covered by the Vehicle Damage policy. Disagree or Agree? Final answer is:",da,unambiguous_covered,35, Dis, Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Disagree. The best answer is Dis,,-3.321959847,-1.523788452,-6.469100952,-3.321312241,-0.570673048,-4.945663452,-0.953115404
Vehicle Damage II,neg,"John's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes ""loss or damage caused by wear and tear."" John takes generally good care of his car, but one day he is involved in a minor accident which knocks his front left wheel out of alignment. He brings his car in to a mechanic to have the wheel re-aligned, but the mechanic tells John that his car will also need substantial repair work because the unaligned wheel has been scraping against the body of the car since the accident. John files a claim with his insurance company for the damage.  Select your response to the following statement: John is not covered by the Vehicle Damage policy. Disagree or Agree? Final answer is:",da,controversial,35, Dis," Disagree. The policy excludes damage caused by ""wear and tear,"" but the damage to John's car was caused by the accident, which is a covered event. The fact that the damage was exacerbated by the unaligned wheel does not change the fact that the initial damage was caused by the accident, and the policy should",,-3.026211089,-1.525304317,-6.587804317,-2.885168224,-0.619064391,-5.306554317,-0.906239927
Vehicle Damage III,neg,"Steve's car insurance policy includes coverage for ""Vehicle Damage,"" defined as ""loss or damage to the policy holder's 1) car; or 2) car accessories (while in or on the car).""   One day, Steve is involved in a minor accident. His favorite guitar, which was in the car at the time, was damaged. Steve files a claim with his insurance company for the damage.  Select your response to the following statement: Steve is not covered by the Vehicle Damage policy. Disagree or Agree? Final answer is:",da,unambiguous_uncovered,36, Dis," Disagree.  The policy covers damage to ""car accessories,"" and a guitar could be considered an accessory if it is kept in the car.  Therefore, Steve's guitar may be covered under the policy.  The best answer is D
The best answer is D. The correct answer is D. The best answer",,-3.129884264,-1.223190308,-5.809127808,-3.161123909,-0.754460275,-5.238815308,-0.468730033
Vehicle Damage III,neg,"Steve's car insurance policy includes coverage for ""Vehicle Damage,"" defined as ""loss or damage to the policy holder's 1) car; or 2) car accessories (while in or on the car).""   One day, Steve is involved in a minor accident. His GPS navigation system, which was in the car at the time, was damaged. Steve files a claim with his insurance company for the damage.  Select your response to the following statement: Steve is not covered by the Vehicle Damage policy. Disagree or Agree? Final answer is:",da,unambiguous_covered,36, Dis, Disagree. The best answer is D.,,-4.077019424,-2.154265642,-6.654265404,-3.014084627,-0.388649732,-4.763640404,-1.76561591
