item name,Title,version,item,frame,order,prompt,model,output_text
Identity Theft,Identity Theft II,controversial,19,neg,da,"Jack has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's occupation."" Jack is a successful business consultant. One day, while Jack is at home, hackers manage to infiltrate the computer network of an upscale restaurant where Jack and his colleagues frequently conduct meetings. The hackers steal Jack's credit card information and make a number of fraudulent purchases in his name. To resolve the fraud, Jack must spend thousands of dollars in legal fees. Jack files a claim with his insurance company for his losses.  Select your response to the following statement: Jack is not covered by the Identity Theft policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.**

Because Jack’s credit card information was stolen from a restaurant network where he and his colleagues **regularly conduct work-related meetings**, the identity theft has a sufficient connection to his **occupation** to trigger the policy’s exclusion for “identity theft connected with the policyholder’s occupation.” Therefore, the Identity Theft policy would not cover his losses."
Loss and Accidental Damage,Loss and Accidental Damage,unambiguous_uncovered,20,neg,da,"Vivian has home insurance for ""Loss and Accidental Damage,"" which only applies if the damage occurs ""while temporarily away from home anywhere in the world."" Vivian lives alone in a single-family house in the suburbs. She decides to permanently move abroad, but she keeps the deed to her house so that her children can inherit it one day. While abroad, her house suffers from an electrical short circuit that causes a severe fire, damaging nearly the entire home. Vivian files a claim with her insurance company for the damages.  Select your response to the following statement: Vivian is not covered by the Loss and Accidental Damage policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree.
Loss and Accidental Damage,Loss and Accidental Damage,unambiguous_covered,20,neg,da,"Vivian has home insurance for ""Loss and Accidental Damage,"" which only applies if the damage occurs ""while temporarily away from home anywhere in the world."" Vivian lives alone in a single-family house in the suburbs. She decides to take a vacation abroad, and her house is completely vacant while she's away. While abroad, her house suffers from an electrical short circuit that causes a severe fire, damaging nearly the entire home. Vivian files a claim with her insurance company for the damages.  Select your response to the following statement: Vivian is not covered by the Loss and Accidental Damage policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Agree.

That “Loss and Accidental Damage” coverage is described as applying only when the **property is temporarily away from home** (i.e., items taken outside the home). Vivian’s **house itself** wasn’t “away from home”—it was the location of the fire—so this clause would not cover the fire damage to the dwelling."
Loss and Accidental Damage,Loss and Accidental Damage,controversial,20,neg,da,"Vivian has home insurance for ""Loss and Accidental Damage,"" which only applies if the damage occurs ""while temporarily away from home anywhere in the world."" Vivian lives alone in a single-family house in the suburbs. She decides to move abroad, but she keeps the deed to her house because she intends to move back one day. While abroad, her house suffers from an electrical short circuit that causes a severe fire, damaging nearly the entire home. Vivian files a claim with her insurance company for the damages.  Select your response to the following statement: Vivian is not covered by the Loss and Accidental Damage policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree.
Loss or Damage to a Goods Carrying Vehicle,Goods Carrying Vehicle: Loss or Damage to Vehicle,unambiguous_uncovered,21,neg,da,"Peter has insurance that covers ""Loss or Damage to a Goods Carrying Vehicle,"" which includes ""key replacement in the case of theft."" As part of his bakery business, Peter owns a van which he uses to make local deliveries. One day, Peter realizes he has lost the key to the van. Replacing the key costs Peter hundreds of dollars. Peter files a claim with his insurance company for his losses. Select your response to the following statement: Peter is not covered by the Loss or Damage to a Goods Carrying Vehicle policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Agree.

The policy only covers key replacement **in the case of theft**, and Peter **lost** the key (there’s no indication it was stolen). Therefore, his claim would not be covered under that provision."
Loss or Damage to a Goods Carrying Vehicle,Goods Carrying Vehicle: Loss or Damage to Vehicle,unambiguous_covered,21,neg,da,"Peter has insurance that covers ""Loss or Damage to a Goods Carrying Vehicle,"" which includes ""key replacement in the case of theft."" As part of his bakery business, Peter owns a van which he uses to make local deliveries. One day, Peter is mugged by an individual who takes the key to the van. Replacing the key costs Peter hundreds of dollars. Peter files a claim with his insurance company for his losses. Select your response to the following statement: Peter is not covered by the Loss or Damage to a Goods Carrying Vehicle policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

Because the policy explicitly includes **key replacement in the case of theft**, and Peter’s van key was **stolen during the mugging**, his loss falls within the stated coverage."
Loss or Damage to a Goods Carrying Vehicle,Goods Carrying Vehicle: Loss or Damage to Vehicle,controversial,21,neg,da,"Peter has insurance that covers ""Loss or Damage to a Goods Carrying Vehicle,"" which includes ""key replacement in the case of theft."" As part of his bakery business, Peter owns a van which he uses to make local deliveries. One day, Peter lends the van to an absent-minded acquaintance, who returns the van but neglects to return the key and does not answer Peter's insistent calls. Replacing the key costs Peter hundreds of dollars. Peter files a claim with his insurance company for his losses. Select your response to the following statement: Peter is not covered by the Loss or Damage to a Goods Carrying Vehicle policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Agree.

The policy only covers key replacement **in the case of theft**. Here, Peter voluntarily handed the van (and its key) to an acquaintance, and the key was not returned due to apparent forgetfulness/non-responsiveness rather than a proven **theft**. On these facts, the loss looks like a mislaid/unreturned key, not a theft-triggered loss, so the key replacement cost is not covered under that provision."
Malicious Acts or Vandalism,Malicious Acts or Vandalism I,unambiguous_uncovered,22,neg,da,"Olivia has home insurance that covers damage from ""Malicious Acts or Vandalism,"" defined as ""actions involving deliberate destruction or damage to the policyholder's property."" Olivia lives in a very quiet neighborhood at the edge of town. One day, a garbage truck accidentally topples over in front of Olivia's house, littering her property with debris and costing her hundreds of dollars in cleanup expenses. Olivia files a claim with her insurance company for the damages. Select your response to the following statement: Olivia is not covered by the Malicious Acts or Vandalism policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Agree.

The damage was caused by an accident (the garbage truck toppling over), not by “deliberate destruction or damage” to Olivia’s property, so it doesn’t fit the policy’s definition of Malicious Acts or Vandalism."
Malicious Acts or Vandalism,Malicious Acts or Vandalism I,unambiguous_covered,22,neg,da,"Olivia has home insurance that covers damage from ""Malicious Acts or Vandalism,"" defined as ""actions involving deliberate destruction or damage to the policyholder's property."" Olivia lives in a very quiet neighborhood at the edge of town. One day, a group of teenagers spread several bags' worth of garbage in front of Olivia's house as a prank, littering her property with debris and costing her hundreds of dollars in cleanup expenses. Olivia files a claim with her insurance company for the damages. Select your response to the following statement: Olivia is not covered by the Malicious Acts or Vandalism policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree.
Malicious Acts or Vandalism,Malicious Acts or Vandalism I,controversial,22,neg,da,"Olivia has home insurance that covers damage from ""Malicious Acts or Vandalism,"" defined as ""actions involving deliberate destruction or damage to the policyholder's property."" Olivia lives in a very quiet neighborhood at the edge of town. One day, a group of reckless teenagers crash their car into several bags' worth of garbage in front of Olivia's house while driving almost double the speed limit, littering her property with debris and costing her hundreds of dollars in cleanup expenses. Olivia files a claim with her insurance company for the damages. Select your response to the following statement: Olivia is not covered by the Malicious Acts or Vandalism policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree.
Malicious Acts or Vandalism,Malicious Acts or Vandalism II,unambiguous_uncovered,23,neg,da,"Beth has home insurance that covers losses from ""Malicious Acts or Vandalism,"" defined as ""costs associated with repairing deliberate damage to the policyholder's property made by an adverse third party."" Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day,  she sees that an exterior wall of her house is covered with drawings made in permanent marker. She reviews her home surveillance footage and sees that it was her children who drew on the wall. She hires professional painters to paint over the drawing. Beth files a claim with her insurance company for the damages.  Select your response to the following statement: Beth is not covered by the Malicious Acts or Vandalism policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree. Final answer is: **Agree**
Malicious Acts or Vandalism,Malicious Acts or Vandalism II,unambiguous_covered,23,neg,da,"Beth has home insurance that covers losses from ""Malicious Acts or Vandalism,"" defined as ""costs associated with repairing deliberate damage to the policyholder's property made by an adverse third party."" Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day,  she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that a group of neighborhood teenagers spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages.  Select your response to the following statement: Beth is not covered by the Malicious Acts or Vandalism policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"**Disagree.** Beth’s loss fits the policy definition: the graffiti is **deliberate damage** caused by an **adverse third party** (the teenagers), and the claim is for **repair costs** (professional painting to cover the graffiti)."
Malicious Acts or Vandalism,Malicious Acts or Vandalism II,controversial,23,neg,da,"Beth has home insurance that covers losses from ""Malicious Acts or Vandalism,"" defined as ""costs associated with repairing deliberate damage to the policyholder's property made by an adverse third party."" Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day,  she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that her estranged young adult son spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages.  Select your response to the following statement: Beth is not covered by the Malicious Acts or Vandalism policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree.
Personal Accident,Personal Accident I,unambiguous_uncovered,24,neg,da,"Gwen's car insurance policy includes coverage for damages stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in your car."" One day, Gwen drives her SUV to the grocery store. After buying groceries, she injures her wrist when she lifts a heavy grocery bag into her car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.  Select your response to the following statement: Gwen is not covered by the Personal Accident policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree.
Personal Accident,Personal Accident I,unambiguous_covered,24,neg,da,"Gwen's car insurance policy includes coverage for damages stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in your car."" One day, Gwen drives her SUV to the grocery store. While looking for a parking space, she injures her wrist when her SUV collides with another car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.  Select your response to the following statement: Gwen is not covered by the Personal Accident policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree.
Personal Accident,Personal Accident I,controversial,24,neg,da,"Gwen's car insurance policy includes coverage for damages stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in your car."" One day, Gwen drives her SUV to the grocery store. After she parks the car, she injures her wrist when she opens her driver-side door into an oncoming car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.  Select your response to the following statement: Gwen is not covered by the Personal Accident policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

Gwen’s wrist injury happened while she was still using/occupying her car in connection with her trip—she had just parked and was opening the driver-side door to get out. That is typically treated as occurring “while traveling in your car,” so the Personal Accident coverage would apply."
Personal Accidents,Personal Accident II,unambiguous_uncovered,25,neg,da,"Penelope's car insurance policy includes coverage for up to three months of lost income stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in or getting into or out of your car, resulting in permanent and total loss of use of one or more limbs."" Penelope is a personal trainer, and on weekends she often goes camping. One day, she is injured in a car crash that occurs while she is driving to a campsite. The doctor informs her that after the accident, she will regain full functionality in her left knee if she commits to daily physical therapy for three months. Penelope commits to the recovery program and completely recovers. She then files a claim with her insurance company for three months' worth of lost income. Select your response to the following statement: Penelope is not covered by the Personal Accidents policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.**

Although Penelope was injured while driving (which satisfies the “while traveling in your car” part), her injury did **not** result in a **permanent and total loss of use** of a limb. Because she fully recovered after three months of therapy, the policy’s definition of a covered “Personal Accident” isn’t met, so she is **not covered** under that provision."
Personal Accidents,Personal Accident II,unambiguous_covered,25,neg,da,"Penelope's car insurance policy includes coverage for up to three months of lost income stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in or getting into or out of your car, resulting in permanent and total loss of use of one or more limbs."" Penelope is a personal trainer, and on weekends she often goes camping. One day, she is injured in a car crash that occurs while she is driving to a campsite. The doctor informs her that after the accident, she will never regain functionality in her left knee, even with daily physical therapy. Penelope undergoes several months of physical therapy, but her knee makes no recovery. She then files a claim with her insurance company for three months' worth of lost income. Select your response to the following statement: Penelope is not covered by the Personal Accidents policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

Penelope’s injury occurred while she was traveling in her car, and it resulted in a permanent, total loss of use of part of her leg (her knee). A knee is part of a limb, and if it is permanently nonfunctional, that can reasonably be treated as a permanent loss of use of a limb under the policy’s “Personal Accident” definition."
Personal Accidents,Personal Accident II,controversial,25,neg,da,"Penelope's car insurance policy includes coverage for up to three months of lost income stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in or getting into or out of your car, resulting in permanent and total loss of use of one or more limbs."" Penelope is a personal trainer, and on weekends she often goes camping. One day, she is injured in a car crash that occurs while she is driving to a campsite. The doctor informs her that after the accident, she will regain full functionality in her left knee if she commits to expensive physical therapy for three months. Penelope is unable to afford the recovery program, so she never regains use of her knee. She then files a claim with her insurance company for three months' worth of lost income. Select your response to the following statement: Penelope is not covered by the Personal Accidents policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.**

Although Penelope was injured in a covered circumstance (while driving), the policy only pays if the accident **results in “permanent and total loss of use”** of a limb. Here, the medical evidence indicates the loss of use was **not medically permanent** because full function would have returned with three months of physical therapy. Her inability to afford treatment doesn’t change that the condition was **treatable rather than permanent as a result of the accident**, so the policy’s “Personal Accident” definition is not satisfied."
Public Liability Property Damages,Public Liability Property Damages,unambiguous_uncovered,26,neg,da,"Dave has insurance that covers ""Public Liability Property Damages,"" defined as ""the damages that you are legally liable to pay for damage to third party property."" The insurance policy also states that ""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring."" One day, Dave is exiting the parking lot of a restaurant. Because the car's brake warning light has been on for months and his brakes have felt very unresponsive, he knows his car is in need of service. However, his brakes fail as he begins to drive, and he collides with the landscaping around the restaurant's property. No one is hurt, but the restaurant successfully sues Dave for the damage, costing Dave thousands of dollars. Dave files a claim with his insurance company for the losses.  Select your response to the following statement: Dave is not covered by the Public Liability Property Damages policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree.
Public Liability Property Damages,Public Liability Property Damages,unambiguous_covered,26,neg,da,"Dave has insurance that covers ""Public Liability Property Damages,"" defined as ""the damages that you are legally liable to pay for damage to third party property."" The insurance policy also states that ""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring."" One day, Dave is exiting the parking lot of a restaurant. Because he checks his car's manual regularly, he has just brought his car to a mechanic for scheduled maintenance. However, his brakes fail as he begins to drive, and he collides with the landscaping around the restaurant's property. No one is hurt, but the restaurant successfully sues Dave for the damage, costing Dave thousands of dollars. Dave files a claim with his insurance company for the losses.  Select your response to the following statement: Dave is not covered by the Public Liability Property Damages policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree
Public Liability Property Damages,Public Liability Property Damages,controversial,26,neg,da,"Dave has insurance that covers ""Public Liability Property Damages,"" defined as ""the damages that you are legally liable to pay for damage to third party property."" The insurance policy also states that ""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring."" One day, Dave is exiting the parking lot of a restaurant. Because he checks his car's manual regularly, he knows his car is a month overdue for scheduled maintenance. However, his brakes fail as he begins to drive, and he collides with the landscaping around the restaurant's property. No one is hurt, but the restaurant successfully sues Dave for the damage, costing Dave thousands of dollars. Dave files a claim with his insurance company for the losses.  Select your response to the following statement: Dave is not covered by the Public Liability Property Damages policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree.
Wind Damage,Wind Damage,unambiguous_uncovered,27,neg,da,"Tom's home insurance policy includes coverage for ""Wind Damage,"" defined as ""damage from wind speeds with gusts of at least 55 mph."" Tom's house is located near a large lake. One day, strong winds in excess of 55mph blow across the lake while Tom is working on his roof, but it's a loud and surprising ring from his cell phone that causes him to drop his heavy toolbox and thereby damage the roof. Tom files a claim with his insurance company for the damage.  Select your response to the following statement: Tom is not covered by the Wind Damage policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree.
Wind Damage,Wind Damage,unambiguous_covered,27,neg,da,"Tom's home insurance policy includes coverage for ""Wind Damage,"" defined as ""damage from wind speeds with gusts of at least 55 mph."" Tom's house is located near a large lake. One day, strong winds in excess of 55mph blow across the lake and towards Tom's house, damaging the roof. Tom files a claim with his insurance company for the damage.  Select your response to the following statement: Tom is not covered by the Wind Damage policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree.
Wind Damage,Wind Damage,controversial,27,neg,da,"Tom's home insurance policy includes coverage for ""Wind Damage,"" defined as ""damage from wind speeds with gusts of at least 55 mph."" Tom's house is located near a large lake. One day, strong winds in excess of 55mph blow across the lake, causing waves to crash into Tom's house and thereby damaging the roof. Tom files a claim with his insurance company for the damage.  Select your response to the following statement: Tom is not covered by the Wind Damage policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree.
Storm Damage,Storm Damage,unambiguous_uncovered,28,neg,da,"Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as ""damage caused by a storm."" One day, a lightning storm passes through Cam's neighborhood and lightning hits his neighborhood's power plant, causing a power outage. Cam goes to his attic with a candle to reset the circuit breaker, but he drops the candle and starts a fire so large that almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.  Select your response to the following statement: Cam is not covered by the Storm Damage policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Agree.

The roof damage was caused by a fire that started when Cam dropped a candle, not directly by the storm itself. The storm (via lightning) only caused a power outage, and Cam’s intervening act—using and dropping the candle—broke the direct causal link needed for “damage caused by a storm” coverage."
Storm Damage,Storm Damage,unambiguous_covered,28,neg,da,"Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as ""damage caused by a storm."" One day, a lightning storm passes through Cam's neighborhood and lightning hits his roof, causing a fire. Almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.  Select your response to the following statement: Cam is not covered by the Storm Damage policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree.
Storm Damage,Storm Damage,controversial,28,neg,da,"Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as ""damage caused by a storm."" One day, a lightning storm passes through Cam's neighborhood and lightning hits his street's power line, causing a power surge. The power surge causes the space heater in Cam's attic to catch fire, and almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.  Select your response to the following statement: Cam is not covered by the Storm Damage policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

Because the lightning storm (a “storm”) caused the lightning strike and resulting power surge that led to the fire, the roof damage can be treated as “damage caused by a storm” under the policy’s definition of Storm Damage."
Hail Damage,Hail Damage,unambiguous_uncovered,29,neg,da,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as ""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass."" One day, a hail storm hits Rick's house and causes damage to the plants on his balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Rick files a claim with his insurance company for the damage.  Select your response to the following statement: Rick is not covered by the Hail Damage policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree. Final answer is: **Agree**
Hail Damage,Hail Damage,unambiguous_covered,29,neg,da,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as ""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass."" One day, a hail storm hits Rick's house and causes damage to his roof's clay shingles. Many shingles are chipped and some even develop large cracks, causing the roof to leak. Rick files a claim with his insurance company for the damage. Select your response to the following statement: Rick is not covered by the Hail Damage policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree.
Hail Damage,Hail Damage,controversial,29,neg,da,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as ""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass."" One day, a hail storm hits Rick's house and causes damage to his skylight window. The window is chipped, but the roof is not leaking. Rick files a claim with his insurance company for the damage.  Select your response to the following statement: Rick is not covered by the Hail Damage policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree.
Ground Heave,Ground Heave I,unambiguous_uncovered,30,neg,da,"Blake has home insurance that covers ""Ground Heave"" damage, defined as ""loss or damage resulting from ground heave of the site on which the building stands, or landslip."" One evening, several of Blake's friends crowd into his house for a dance party. The many rambunctious dancers cause Blake's house to shake, which damages the house's foundation. Blake files a claim with his insurance company for the damage.  Select your response to the following statement: Blake is not covered by the Ground Heave policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree.
Ground Heave,Ground Heave I,unambiguous_covered,30,neg,da,"Blake has home insurance that covers ""Ground Heave"" damage, defined as ""loss or damage resulting from ground heave of the site on which the building stands, or landslip."" One evening, an earthquake erupts near Blake's house. The force of the earthquake causes Blake's house to shake, which damages the house's foundation. Blake files a claim with his insurance company for the damage.  Select your response to the following statement: Blake is not covered by the Ground Heave policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Agree.

The damage described is from earthquake shaking, not from “ground heave of the site on which the building stands” (or landslip). Unless Blake can show the earthquake caused actual ground heave/landslip at the site that in turn caused the foundation damage, the Ground Heave coverage wouldn’t apply."
Ground Heave,Ground Heave I,controversial,30,neg,da,"Blake has home insurance that covers ""Ground Heave"" damage, defined as ""loss or damage resulting from ground heave of the site on which the building stands, or landslip."" One evening, two semi trucks collide with one another at high speed outside Blake's house. The impact from the crash causes Blake's house to shake and thereby damages the house's foundation. Blake files a claim with his insurance company for the damage. Select your response to the following statement: Blake is not covered by the Ground Heave policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"**Agree.** The damage was caused by vibrations/impact from the truck collision, not by **ground heave or landslip** (i.e., movement of the soil/site itself). Therefore it would not fall under the “Ground Heave” coverage as defined."
Ground Heave,Ground Heave II,unambiguous_uncovered,31,neg,da,"Clint has home insurance that covers ""Ground Heave"" damage, defined as ""loss or damage resulting from ground heave of the site on which the building stands, or landslip."" One day, Clint hears a loud crash in his house and finds that his roof has partly caved in due to water damage. Clint files a claim with his insurance company for the damage.  Select your response to the following statement: Clint is not covered by the Ground Heave policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree.
Ground Heave,Ground Heave II,unambiguous_covered,31,neg,da,"Clint has home insurance that covers ""Ground Heave"" damage, defined as ""loss or damage resulting from ground heave of the site on which the building stands, or landslip."" One day, Clint hears a loud crash in his house and finds that the ground beneath his house has shifted, causing his house's foundation to crack. Clint files a claim with his insurance company for the damage.  Select your response to the following statement: Clint is not covered by the Ground Heave policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree.
Ground Heave,Ground Heave II,controversial,31,neg,da,"Clint has home insurance that covers ""Ground Heave"" damage, defined as ""loss or damage resulting from ground heave of the site on which the building stands, or landslip."" One day, Clint hears a loud crash in his house and finds that a large tree has fallen on his roof, causing significant damage. Clint files a claim with his insurance company for the damage.  Select your response to the following statement: Clint is not covered by the Ground Heave policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree.
Trace and Access,Trace and Access I,unambiguous_uncovered,32,neg,da,"Justin has insurance that covers ""Trace and Access,"" defined as ""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables or pipes in your home."" Justin, a skilled plumber, is repairing his leaky kitchen sink when he accidentally drops his wedding ring down a pipe that leads to the kitchen. In order to access the pipe and retrieve the ring, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.  Select your response to the following statement: Justin is not covered by the Trace and Access policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Agree.
Trace and Access,Trace and Access I,unambiguous_covered,32,neg,da,"Justin has insurance that covers ""Trace and Access,"" defined as ""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables or pipes in your home."" Justin, a skilled plumber, is repairing his leaky kitchen sink when he notices more extensive damage to a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.  Select your response to the following statement: Justin is not covered by the Trace and Access policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

The Trace and Access coverage is meant to pay the necessary and reasonable costs to access (e.g., tearing out drywall/floorboards) so the damaged pipe can be located and repaired. Justin’s tear-out work to reach the damaged kitchen supply/drain line fits that purpose."
Trace and Access,Trace and Access I,controversial,32,neg,da,"Justin has insurance that covers ""Trace and Access,"" defined as ""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables or pipes in your home."" Justin, a skilled plumber, is repairing his leaky kitchen sink when he inadvertently punctures a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.  Select your response to the following statement: Justin is not covered by the Trace and Access policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,Disagree.
Trace and Access,Trace and Access II,unambiguous_uncovered,33,neg,da,"Jett has insurance that covers ""Trace and Access,"" defined as ""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from your home."" Jett discovers that his house's water pressure is very low, and he calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that the issue is due to the fact that Jett did an extremely poor job installing the piping. Jett files a claim with his insurance company for the damage.  Select your response to the following statement: Jett is not covered by the Trace and Access policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Agree.

The “Trace and Access” cover applies only to costs of locating and fixing **accidental damage** to the pipes (etc.). Here, the problem was caused by **poor workmanship/defective installation**, not accidental damage, so Jett is not covered under that provision."
Trace and Access,Trace and Access II,unambiguous_covered,33,neg,da,"Jett has insurance that covers ""Trace and Access,"" defined as ""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from your home."" Jett discovers that his house's water pressure is very low, and he calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that the water pipes froze in a recent winter storm, causing them to abruptly crack. Jett files a claim with his insurance company for the damage.  Select your response to the following statement: Jett is not covered by the Trace and Access policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Disagree.

Jett’s costs to remove floorboards, locate the problem, and access/repair the cracked water pipes fall within “necessary and reasonable costs…in locating and fixing accidental damage to…pipes…providing services to and from your home.” The pipes abruptly cracking due to freezing is accidental damage, so Trace and Access should respond."
Trace and Access,Trace and Access II,controversial,33,neg,da,"Jett has insurance that covers ""Trace and Access,"" defined as ""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from your home."" Jett discovers that his house's water pressure is very low, and he calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that the water pipes have cracked over time due to long-term wear, an issue which could have been resolved by the previous inspector. Jett files a claim with his insurance company for the damage. .  Select your response to the following statement: Jett is not covered by the Trace and Access policy. Disagree or Agree? Final answer is:",gpt-5.2-2025-12-11,"Agree.

“Trace and Access” typically responds only when there is **accidental damage** to the pipes (e.g., a sudden burst/leak) and covers the **reasonable costs of locating and accessing** that accidental damage. Here, the pipes cracked **over time due to long-term wear and tear**, which is not “accidental damage,” so the Trace and Access cover would not be triggered. Final answer is: **Agree**."
