title,prompt_type,prompt,version,output,output_text,cum_logprob,Yes_probs,yes_probs,YES_probs,No_probs,no_probs,NO_probs,A_probs,B_probs
Flood I,options,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, one of the rain barrels that she keeps next to her home begins to leak, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte covered by the insurance? Options: A. Charlotte is covered. B. Charlotte is not covered. Final answer is:",controversial, B," B.
The insurance company is not aware of any insurance coverage for flooding damage to a home.
The insurance company is not aware of any insurance coverage for damage to a home caused by a sudden release of water.
The insurance company is not aware of any insurance coverage for damage to a home caused by a sudden",,-4.18513298034668,-4.18513298034668,-5.49763298034668,-3.1226329803466797,-3.5601329803466797,-6.24763298034668,-1.3101329803466797,-1.3101329803466797
Flood II,options,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of several years, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca covered by the insurance? Options: A. Rebecca is covered. B. Rebecca is not covered. Final answer is:",unambiguous_uncovered, A," A. Rebecca is not covered.
The insurance company is not aware of the fact that Rebecca is not covered. The insurance company is not aware of the fact that Rebecca is not covered. The insurance company is not aware of the fact that Rebecca is not covered. The insurance company is not aware of the fact that Rebecca",,-3.9917471408843994,-3.8667471408843994,-5.05424690246582,-3.0542471408843994,-3.5542471408843994,-6.42924690246582,-1.3667471408843994,-1.4292471408843994
Flood II,options,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek quickly rises over the course of a few hours during a storm, and Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca covered by the insurance? Options: A. Rebecca is covered. B. Rebecca is not covered. Final answer is:",unambiguous_covered, A," A. Rebecca is not covered.
The insurance company is not aware of the fact that Rebecca is covered by the insurance. The insurance company is not aware of the fact that Rebecca is covered by the insurance.
The insurance company is not aware of the fact that Rebecca is covered by the insurance. The insurance company is",,-3.9538044929504395,-3.8288044929504395,-5.0163044929504395,-3.0163044929504395,-3.5163044929504395,-6.4538044929504395,-1.391304612159729,-1.453804612159729
Flood II,options,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of about a week, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca covered by the insurance? Options: A. Rebecca is covered. B. Rebecca is not covered. Final answer is:",controversial, A," A. Rebecca is not covered.
The insurance company is not aware of the fact that Rebecca is not covered. The insurance company is not aware of the fact that Rebecca is not covered. The insurance company is not aware of the fact that Rebecca is not covered. The insurance company is not aware of the fact that Rebecca",,-4.078990459442139,-3.9539904594421387,-5.141490459442139,-3.0789904594421387,-3.6414904594421387,-6.516490459442139,-1.3289904594421387,-1.3914904594421387
Garden Plants I,options,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie decides that it is too inconvenient to buy the fertilizer from another store located slightly further away. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie covered by the insurance? Options: A. Genie is covered. B. Genie is not covered. Final answer is:",unambiguous_uncovered, Genie," Genie is not covered.
Genie's insurance company, however, does not cover the damage to her plants caused by the strike. Genie's insurance company does not cover the damage to her plants caused by the strike. Genie's insurance company does not cover the damage to her plants caused by the strike. Genie's insurance",,-4.011513710021973,-4.449013710021973,-4.761513710021973,-3.1365134716033936,-4.324013710021973,-6.699013710021973,-1.5115134716033936,-1.8865134716033936
Garden Plants I,options,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, they start picketing outside, and some of their picketing activities spill over to Genie's property. When the strikers inadvertently walk on Genie's plants, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie covered by the insurance? Options: A. Genie is covered. B. Genie is not covered. Final answer is:",unambiguous_covered, Genie," Genie is not covered.
Genie's insurance company, however, does not cover the damage to her plants caused by the strike. Genie's insurance company does not cover the damage to her plants caused by the strike. Genie's insurance company does not cover the damage to her plants caused by the strike. Genie's insurance",,-3.9845967292785645,-4.2970967292785645,-4.7970967292785645,-3.0470967292785645,-3.9845967292785645,-6.4845967292785645,-1.609596848487854,-1.984596848487854
Garden Plants I,options,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie is unable to find the fertilizer within driving distance from her home or online. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie covered by the insurance? Options: A. Genie is covered. B. Genie is not covered. Final answer is:",controversial, Genie," Genie is not covered.
Genie's insurance company, however, does not cover the damage to her garden plants caused by the strike. Genie's insurance company does not cover the damage to her garden plants caused by the strike. Genie's insurance company does not cover the damage to her garden plants caused by the strike.",,-3.8412716388702393,-4.15377140045166,-4.52877140045166,-2.9662716388702393,-3.9037716388702393,-6.27877140045166,-1.7162716388702393,-2.0287716388702393
Garden Plants II,options,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures her neighbor's dog trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how ""malicous people or vandals"" would be understood by ordinary speakers of English, is Margot covered by the insurance? Options: A. Margot is covered. B. Margot is not covered. Final answer is:",unambiguous_uncovered, B," B. Margot is not covered.
The insurance company, however, does not want to pay for the damage. Margot's insurance company, however, does not want to pay for the damage.
Margot's insurance company, however, does not want to pay for the damage. Margot's insurance company",,-4.4276862144470215,-4.3651862144470215,-5.9901862144470215,-2.9901862144470215,-3.8026862144470215,-6.0526862144470215,-1.615186333656311,-1.240186333656311
Garden Plants II,options,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures masked individuals trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how ""malicous people or vandals"" would be understood by ordinary speakers of English, is Margot covered by the insurance? Options: A. Margot is covered. B. Margot is not covered. Final answer is:",unambiguous_covered, B," B. Margot is not covered.
The insurance company, however, does not want to pay for the damage. Margot's insurance company, however, does not want to pay for the damage.
Margot's insurance company, however, does not want to pay for the damage. Margot's insurance company",,-4.589578628540039,-4.464578628540039,-6.089578628540039,-2.964578628540039,-3.839578628540039,-6.152078628540039,-1.589578628540039,-1.214578628540039
Garden Plants II,options,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures a neighbor's middle school-aged children trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how ""malicous people or vandals"" would be understood by ordinary speakers of English, is Margot covered by the insurance? Options: A. Margot is covered. B. Margot is not covered. Final answer is:",controversial, B," B. Margot is not covered.
The insurance company, however, does not want to pay for the damage. Margot's insurance company, however, does not want to pay for the damage.
Margot's insurance company, however, does not want to pay for the damage. Margot's insurance company",,-4.439980983734131,-4.314980983734131,-6.002480983734131,-2.939980983734131,-3.752480983734131,-6.064980983734131,-1.6274809837341309,-1.2524809837341309
General Damages,options,"Gavin has an insurance policy that includes coverage for ""General Damages,"" which includes losses from ""missed employment due to injuries that occur under regular working conditions.""
Gavin works as an A/C repair technician in a small town. One day, Gavin is off from work and decides to put holiday lights up on his roof. Because Gavin is an experienced repairman, he figures he doesn't need a ladder to get onto his roof and decides to free climb the exterior wall of his house instead. While climbing the wall, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.
Considering just how ""regular working conditions"" would be understood by ordinary speakers of English, is Gavin covered by the insurance? Options: A. Gavin is covered. B. Gavin is not covered. Final answer is:",unambiguous_uncovered, B," B.
Gavin's insurance policy does not cover his ""general damages"" from falling.
Gavin's insurance policy does not cover his ""general damages"" from falling.
Gavin's insurance policy does not cover his ""general damages"" from falling.
Gavin's insurance policy does not cover his """,,-4.011931896209717,-4.199431896209717,-6.074431896209717,-2.886931896209717,-3.449431896209717,-6.449431896209717,-1.5744318962097168,-1.5119318962097168
General Damages,options,"Gavin has an insurance policy that includes coverage for ""General Damages,"" which includes losses from ""missed employment due to injuries that occur under regular working conditions.""
Gavin works as an A/C repair technician in a small town. One day, Gavin is hired to repair an air conditioner located on the second story of a building. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.
Considering just how ""regular working conditions"" would be understood by ordinary speakers of English, is Gavin covered by the insurance? Options: A. Gavin is covered. B. Gavin is not covered. Final answer is:",unambiguous_covered, B," B.
Gavin's insurance policy does not cover his injuries.
Gavin's insurance policy does not cover his injuries.
Gavin's insurance policy does not cover his injuries.
Gavin's insurance policy does not cover his injuries.
Gavin's insurance policy does not cover his injuries.
G",,-3.8906731605529785,-4.0156731605529785,-6.0156731605529785,-2.7031731605529785,-3.2031731605529785,-6.1406731605529785,-1.703173041343689,-1.578173041343689
General Damages,options,"Gavin has an insurance policy that includes coverage for ""General Damages,"" which includes losses from ""missed employment due to injuries that occur under regular working conditions.""
Gavin works as an A/C repair technician in a small town. One day, Gavin offers to help his girlfriend repair an air conditioner located on the second story of her home. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.
Considering just how ""regular working conditions"" would be understood by ordinary speakers of English, is Gavin covered by the insurance? Options: A. Gavin is covered. B. Gavin is not covered. Final answer is:",controversial, B," B.
Gavin's insurance policy does not cover his injuries.
Gavin's insurance policy does not cover his injuries.
Gavin's insurance policy does not cover his injuries.
Gavin's insurance policy does not cover his injuries.
Gavin's insurance policy does not cover his injuries.
G",,-3.820180892944336,-3.945180892944336,-5.945180892944336,-2.632680892944336,-3.195180892944336,-6.132680892944336,-1.6951810121536255,-1.6326810121536255
Hot Work I,options,"Shannon has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work on her home or belongings that requires, uses or produces any sources of heat that could ignite flammable materials."" 
One day, Shannon is working on her motorcycle in her garage. As she does so, she smokes a cigarette. Suddenly, she drops the lit cigarette onto the floor, igniting a nearby flammable cleaning product and sending her garage up in flames. Shannon files a claim with her insurance company for the damage.
Considering just how ""requires / uses / produces"" would be understood by ordinary speakers of English, is Shannon covered by the insurance? Options: A. Shannon is covered. B. Shannon is not covered. Final answer is:",unambiguous_uncovered, A," A. Shannon is not covered.
The insurance company, however, does not want to pay for the damage. Shannon's insurance company, however, does not want to pay for the damage. Shannon's insurance company, however, does not want to pay for the damage.
The insurance company, however, does not",,-3.7929482460021973,-3.6054482460021973,-5.417948246002197,-2.9179482460021973,-3.4804482460021973,-6.480448246002197,-1.6054483652114868,-1.8554483652114868
Hot Work I,options,"Shannon has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work on her home or belongings that requires, uses or produces any sources of heat that could ignite flammable materials."" 
One day, Shannon is working on her motorcycle in her garage. To repair her motorcycle, she uses a welding tool which produces a sizable flame. Suddenly, she drops the tool onto the floor, igniting a nearby flammable cleaning product and sending her garage up in flames. Shannon files a claim with her insurance company for the damage.
Considering just how ""requires / uses / produces"" would be understood by ordinary speakers of English, is Shannon covered by the insurance? Options: A. Shannon is covered. B. Shannon is not covered. Final answer is:",unambiguous_covered, A," A. Shannon is not covered.
The insurance company, however, does not want to pay for the damage. Shannon's insurance company, however, does not want to pay for the damage. Shannon's insurance company, however, does not want to pay for the damage.
The insurance company, however, does not",,-3.7101259231567383,-3.5851259231567383,-5.272625923156738,-2.8976259231567383,-3.3976259231567383,-6.335125923156738,-1.5851260423660278,-1.8351260423660278
Hot Work I,options,"Shannon has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work on her home or belongings that requires, uses or produces any sources of heat that could ignite flammable materials."" 
One day, Shannon is working on her motorcycle in her garage. To repair her motorcycle, she uses an air compressor powered by a gasoline engine. Suddenly, the compressor's engine overheats, igniting a nearby flammable cleaning product and sending her garage up in flames. Shannon files a claim with her insurance company for the damage.
Considering just how ""requires / uses / produces"" would be understood by ordinary speakers of English, is Shannon covered by the insurance? Options: A. Shannon is covered. B. Shannon is not covered. Final answer is:",controversial, A," A. Shannon is not covered.
The insurance company, however, does not want to pay for the damage. Shannon's insurance company, however, does not want to pay for the damage. Shannon's insurance company, however, does not want to pay for the damage. Shannon's insurance company, however, does not",,-3.6843011379241943,-3.6218011379241943,-5.309301376342773,-2.8718011379241943,-3.4343011379241943,-6.309301376342773,-1.6218011379241943,-1.8718011379241943
Hot Work II,options,"Martha has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work that requires, uses or produces any sources of heat that could ignite flammable materials."" 
Martha is installing hardwood flooring in her living room. She uses a heat gun -- a device that emits very hot air -- to help dry the glue that attaches the floorboards. While arranging her floorboards, she sets her heat gun down on her expensive dining room table, which severely warps the table's surface. Martha files a claim with her insurance company for the damage.
Considering just how ""flammable or combustable materials"" would be understood by ordinary speakers of English, is Martha covered by the insurance? Options: A. Martha is covered. B. Martha is not covered. Final answer is:",unambiguous_uncovered, A," A. Martha is not covered.
Martha's insurance policy does not cover the damage to her home caused by ""Hot Work."" 
Martha's insurance policy does not cover the damage to her home caused by ""Hot Work."" 
Martha's insurance policy does not cover the damage to her home caused",,-3.386467695236206,-3.511467695236206,-5.386467933654785,-2.511467695236206,-3.448967695236206,-6.011467933654785,-1.323967695236206,-1.823967695236206
Hot Work II,options,"Martha has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work that requires, uses or produces any sources of heat that could ignite flammable materials."" 
Martha is installing hardwood flooring in her living room. She uses a heat gun -- a device that emits very hot air -- to help dry the glue that attaches the floorboards. While arranging her floorboards, she sets her heat gun down on her expensive dining room table, which causes the table to catch fire. Martha files a claim with her insurance company for the damage.
Considering just how ""flammable or combustable materials"" would be understood by ordinary speakers of English, is Martha covered by the insurance? Options: A. Martha is covered. B. Martha is not covered. Final answer is:",unambiguous_covered, A," A. Martha is not covered.
The insurance company is not aware of any other insurance policies that cover accidental damage to a speaker's home.
The insurance company is not aware of any other insurance policies that cover accidental damage to a speaker's home.
The insurance company is not aware of any other insurance policies that",,-3.415466785430908,-3.477966785430908,-5.415466785430908,-2.477966785430908,-3.415466785430908,-6.040466785430908,-1.3529666662216187,-1.8529666662216187
Hot Work II,options,"Martha has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work that requires, uses or produces any sources of heat that could ignite flammable materials."" 
Martha is installing hardwood flooring in her living room. She uses a heat gun -- a device that emits very hot air -- to help dry the glue that attaches the floorboards. While arranging her floorboards, she sets her heat gun down on her expensive dining room table, which causes the surface of the table to burn but not catch fire. Martha files a claim with her insurance company for the damage.
Considering just how ""flammable or combustable materials"" would be understood by ordinary speakers of English, is Martha covered by the insurance? Options: A. Martha is covered. B. Martha is not covered. Final answer is:",controversial, A," A. Martha is not covered.
Martha's insurance policy does not cover the damage to her home caused by ""Hot Work."" 
Martha's insurance policy does not cover the damage to her home caused by ""Hot Work."" 
Martha's insurance policy does not cover the damage to her home caused",,-3.3795037269592285,-3.4420037269592285,-5.4420037269592285,-2.4420037269592285,-3.4420037269592285,-6.0670037269592285,-1.3795037269592285,-1.8795037269592285
House Removal I,options,"Denise's insurance covers damage from ""House Removal,"" defined as ""damage to belongings caused while being removed by professional removal contractors from the home.""
Denise is moving to a new home on the other side of town. She rents a truck and decides she will move her own belongings out of her current home. During the move, her truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings. 
Considering just how ""professional movers"" would be understood by ordinary speakers of English, is Denise covered by the insurance? Options: A. Denise is covered. B. Denise is not covered. Final answer is:",unambiguous_uncovered, A," A. Denise is not covered.
Denise's insurance covers damage from ""House Removal,"" defined as ""damage to belongings caused while being removed by professional removal contractors from the home."" Denise's insurance covers damage from ""House Removal,"" defined as ""damage to belongings caused while being removed by professional removal contractors from the home",,-3.4639577865600586,-4.026457786560059,-5.401457786560059,-2.1514577865600586,-3.4014577865600586,-5.713957786560059,-1.713957667350769,-1.963957667350769
House Removal I,options,"Denise's insurance covers damage from ""House Removal,"" defined as ""damage to belongings caused while being removed by professional removal contractors from the home.""
Denise is moving to a new home on the other side of town. She pays a professional moving company to move her belongings out of her current home. During the move, the moving truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.  
Considering just how ""professional movers"" would be understood by ordinary speakers of English, is Denise covered by the insurance? Options: A. Denise is covered. B. Denise is not covered. Final answer is:",unambiguous_covered, A," A. Denise is not covered.
Denise's insurance covers damage from ""House Removal,"" defined as ""damage to belongings caused while being removed by professional removal contractors from the home."" Denise is moving to a new home on the other side of town. She pays a professional moving company to move her belongings out of her",,-3.3520073890686035,-3.9145073890686035,-5.3520073890686035,-2.0395073890686035,-3.3520073890686035,-5.6020073890686035,-1.8520073890686035,-2.1020073890686035
House Removal I,options,"Denise's insurance covers damage from ""House Removal,"" defined as ""damage to belongings caused while being removed by professional removal contractors from the home.""
Denise is moving to a new home on the other side of town. She asks her uncle, a retired professional mover, to help move her belongings out of her current home. During the move, her uncle's truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.
Considering just how ""professional movers"" would be understood by ordinary speakers of English, is Denise covered by the insurance? Options: A. Denise is covered. B. Denise is not covered. Final answer is:",controversial, A," A. Denise is not covered.
Denise's insurance covers damage from ""House Removal,"" defined as ""damage to belongings caused while being removed by professional removal contractors from the home."" Denise's insurance covers damage from ""House Removal,"" defined as ""damage to belongings caused while being removed by professional removal contractors from the home",,-3.6577110290527344,-4.282711029052734,-5.720211029052734,-2.4702110290527344,-3.5327110290527344,-6.157711029052734,-1.4702110290527344,-1.8452110290527344
House Removal II,options,"Harper's insurance covers damage from ""House Removal,"" which includes ""damage to belongings that occurs while being stored by professional removal contractors.""
Harper is moving to a new home on the other side of town. Because her old home has already sold and her new home is not yet ready for her to move in, she checks into a hotel and asks her cousin Bill to store some of her belongings at his house. A couple days before she is set to move in, Bill's house floods, which ruins the items that Bill was storing for Harper. Harper files a claim with her insurance company for the damage to her belongings.
Considering just how ""professional movers"" would be understood by ordinary speakers of English, is Harper covered by the insurance? Options: A. Harper is covered. B. Harper is not covered. Final answer is:",unambiguous_uncovered, A," A. Harper is not covered.
The insurance company, however, does not cover Harper's belongings. The insurance company does not cover Harper's belongings. The insurance company does not cover Harper's belongings.
The insurance company does not cover Harper's belongings. The insurance company does not cover Harper's belongings.
The",,-4.25426721572876,-4.31676721572876,-5.94176721572876,-3.0042672157287598,-3.6917672157287598,-6.81676721572876,-1.3167672157287598,-1.6917672157287598
House Removal II,options,"Harper's insurance covers damage from ""House Removal,"" which includes ""damage to belongings that occurs while being stored by professional removal contractors.""
Harper is moving to a new home on the other side of town. Because her old home has already sold and her new home is not yet ready for her to move in, she checks into a hotel and asks a professional moving company to store some of her belongings at the company warehouse. A couple days before she is set to move in, the warehouse floods, which ruins the items that the movers were storing for Harper. Harper files a claim with her insurance company for the damage to her belongings.
Considering just how ""professional movers"" would be understood by ordinary speakers of English, is Harper covered by the insurance? Options: A. Harper is covered. B. Harper is not covered. Final answer is:",unambiguous_covered, A," A. Harper is not covered.
The insurance company is not happy with Harper's claim. They claim that Harper's belongings are not ""in the best of condition"" and that Harper's belongings are ""not in the best of condition"" because they are ""not in the best of condition."" Harper's insurance company is",,-4.179005146026611,-4.179005146026611,-6.054005146026611,-2.9290051460266113,-3.6165051460266113,-7.054005146026611,-1.3665051460266113,-1.7415051460266113
House Removal II,options,"Harper's insurance covers damage from ""House Removal,"" which includes ""damage to belongings that occurs while being stored by professional removal contractors.""
Harper is moving to a new home on the other side of town. Because her old home has already sold and her new home is not yet ready for her to move in, she checks into a hotel and asks her cousin Bill -- who owns a moving company -- to store some of her belongings in his personal office. A couple days before she is set to move in, Bill's office floods, which ruins the items that Bill was storing for Harper. Harper files a claim with her insurance company for the damage to her belongings.
Considering just how ""professional movers"" would be understood by ordinary speakers of English, is Harper covered by the insurance? Options: A. Harper is covered. B. Harper is not covered. Final answer is:",controversial, A," A. Harper is not covered.
The insurance company, however, does not cover Harper's belongings. The insurance company does not cover Harper's belongings. The insurance company does not cover Harper's belongings.
The insurance company does not cover Harper's belongings. The insurance company does not cover Harper's belongings. The insurance",,-4.117962837219238,-4.305462837219238,-5.930462837219238,-2.8054628372192383,-3.5554628372192383,-6.617962837219238,-1.3679628372192383,-1.8054628372192383
Identity Theft I,options,"Jason has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's business.""
Jason is a successful car salesman. One day, while Jason is at home, hackers manage to infiltrate the computer network at Jason's car dealership. The hackers steal Jason's social security number and open a number of fraudulent lines of credit in his name. To resolve the fraud, Jason must spend thousands of dollars in legal fees. Jason files a claim with his insurance company for his losses. 
Considering just how ""connected with business"" would be understood by ordinary speakers of English, is Jason covered by the insurance? Options: A. Jason is covered. B. Jason is not covered. Final answer is:",unambiguous_uncovered, A," A. Jason is not covered.
The insurance company is not aware of the identity theft. The insurance company is not aware of the identity theft. The insurance company is not aware of the identity theft. The insurance company is not aware of the identity theft. The insurance company is not aware of the identity theft. The",,-3.753530263900757,-3.816030263900757,-5.503530502319336,-2.816030263900757,-3.566030263900757,-6.128530502319336,-1.3160302639007568,-1.8160302639007568
Identity Theft I,options,"Jason has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's business.""
Jason is a successful car salesman. One day, while Jason is at home, hackers manage to infiltrate Jason's home WiFi network. The hackers steal Jason's social security number and open a number of fraudulent lines of credit in his name. To resolve the fraud, Jason must spend thousands of dollars in legal fees. Jason files a claim with his insurance company for his losses. 
Considering just how ""connected with business"" would be understood by ordinary speakers of English, is Jason covered by the insurance? Options: A. Jason is covered. B. Jason is not covered. Final answer is:",unambiguous_covered, A," A. Jason is not covered.
The insurance company is not aware of the identity theft. Jason is not covered. Jason is not covered. Jason is not covered. Jason is not covered. Jason is not covered. Jason is not covered. Jason is not covered. Jason is not covered. Jason is not covered.",,-3.739673376083374,-3.802173376083374,-5.489673614501953,-2.802173376083374,-3.489673376083374,-6.114673614501953,-1.364673376083374,-1.802173376083374
Identity Theft I,options,"Jason has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's business.""
Jason is a successful car salesman. One day, while Jason is at home, hackers manage to infiltrate Jason's work laptop via his home WiFi network. The hackers steal Jason's social security number and open a number of fraudulent lines of credit in his name. To resolve the fraud, Jason must spend thousands of dollars in legal fees. Jason files a claim with his insurance company for his losses. 
Considering just how ""connected with business"" would be understood by ordinary speakers of English, is Jason covered by the insurance? Options: A. Jason is covered. B. Jason is not covered. Final answer is:",controversial, A," A. Jason is not covered.
The insurance company is not aware of the identity theft. Jason is not covered. Jason is not covered. Jason is not covered. Jason is not covered. Jason is not covered. Jason is not covered. Jason is not covered. Jason is not covered. Jason is not covered.",,-3.69694185256958,-3.75944185256958,-5.50944185256958,-2.75944185256958,-3.44694185256958,-6.13444185256958,-1.3844419717788696,-1.8219419717788696
Identity Theft II,options,"Jack has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's occupation.""
Jack is a successful business consultant. One day, while Jack is at home, hackers manage to infiltrate the computer network at Jack's office. The hackers steal Jack's credit card information and make a number of fraudulent purchases in his name. To resolve the fraud, Jack must spend thousands of dollars in legal fees. Jack files a claim with his insurance company for his losses. 
Considering just how ""connected with occupation"" would be understood by ordinary speakers of English, is Jack covered by the insurance? Options: A. Jack is covered. B. Jack is not covered. Final answer is:",unambiguous_uncovered, A," A. Jack is not covered.
Jack's insurance company is not aware of the identity theft. Jack's insurance company is not aware of the identity theft. Jack's insurance company is not aware of the identity theft. Jack's insurance company is not aware of the identity theft. Jack's insurance company is not aware of",,-3.834141969680786,-4.021641731262207,-5.459141731262207,-2.959141969680786,-4.021641731262207,-6.646641731262207,-1.2091419696807861,-1.7716419696807861
Identity Theft II,options,"Jack has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's occupation.""
Jack is a successful business consultant. One day, while Jack is at home, hackers manage to infiltrate Jack's home WiFi network. The hackers steal Jack's credit card information and make a number of fraudulent purchases in his name. To resolve the fraud, Jack must spend thousands of dollars in legal fees. Jack files a claim with his insurance company for his losses. 
Considering just how ""connected with occupation"" would be understood by ordinary speakers of English, is Jack covered by the insurance? Options: A. Jack is covered. B. Jack is not covered. Final answer is:",unambiguous_covered, A," A. Jack is not covered.
Jack's insurance company is not aware of the identity theft problem. Jack's insurance company is not aware of the identity theft problem. Jack's insurance company is not aware of the identity theft problem. Jack's insurance company is not aware of the identity theft problem. Jack's insurance company",,-3.7241101264953613,-3.8491101264953613,-5.286610126495361,-2.8491101264953613,-3.8491101264953613,-6.474110126495361,-1.2866102457046509,-1.8491102457046509
Identity Theft II,options,"Jack has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's occupation.""
Jack is a successful business consultant. One day, while Jack is at home, hackers manage to infiltrate the computer network of an upscale restaurant where Jack and his colleagues frequently conduct meetings. The hackers steal Jack's credit card information and make a number of fraudulent purchases in his name. To resolve the fraud, Jack must spend thousands of dollars in legal fees. Jack files a claim with his insurance company for his losses. 
Considering just how ""connected with occupation"" would be understood by ordinary speakers of English, is Jack covered by the insurance? Options: A. Jack is covered. B. Jack is not covered. Final answer is:",controversial, A," A. Jack is not covered.
Jack's insurance company, however, is not aware of the identity theft problem. Jack's insurance company is aware of the identity theft problem, but it does not know how to fix it. Jack's insurance company is aware of the identity theft problem, but it does not know how",,-3.7065491676330566,-3.8315491676330566,-5.394049167633057,-2.7690491676330566,-3.8315491676330566,-6.581549167633057,-1.3315492868423462,-1.8940492868423462
